Sample ID	Date	Time	Analyte Name	Int (Corr)	Conc (Calib)	Calib Units	RSD (Conc)	Repl No1	Date1	Time1	Int (Net)1	Int (Corr)1	Conc (Calib)1	Repl No2	Date2	Time2	Int (Net)2	Int (Corr)2	Conc (Calib)2	Repl No3	Date3	Time3	Int (Net)3	Int (Corr)3	Conc (Calib)3
AH3A	12/31/2021	11:27:26 AM	Al 396.153	3714.43885	0.206869004	mg/L	1.698576744	1	12/31/2021	11:28:23 AM	3654.416459	3644.713275	0.203621724	2	12/31/2021	11:28:34 AM	3713.76882	3704.065636	0.2063859	3	12/31/2021	11:28:45 AM	3804.240823	3794.537639	0.210599389
AH3U	12/31/2021	10:37:59 AM	Fe 238.204	622.1478103	-0.001772695	mg/L	3.702118328	1	12/31/2021	10:38:56 AM	598.0072928	633.9089486	-0.001698248	2	12/31/2021	10:39:02 AM	582.3015368	618.2031926	-0.001797664	3	12/31/2021	10:39:09 AM	578.4296339	614.3312897	-0.001822173
AH3U	12/31/2021	10:37:59 AM	Ca 317.933	531.9207429	0.027984737	mg/L	2.967999261	1	12/31/2021	10:38:36 AM	567.2586096	549.2226663	0.028810485	2	12/31/2021	10:38:42 AM	550.1577301	532.1217868	0.027994332	3	12/31/2021	10:38:48 AM	532.4537188	514.4177755	0.027149394
AH3U	12/31/2021	10:37:59 AM	Mg 285.213	465.3798807	-0.009499874	mg/L	1.41960946	1	12/31/2021	10:38:36 AM	486.4058219	469.7892984	-0.009447591	2	12/31/2021	10:38:42 AM	469.0779988	452.4614753	-0.009653048	3	12/31/2021	10:38:48 AM	490.5053918	473.8888683	-0.009398982
AH3U	12/31/2021	10:37:59 AM	Al 396.153	1659.275766	0.111155343	mg/L	1.208132069	1	12/31/2021	10:38:56 AM	1701.513374	1691.81019	0.112670545	2	12/31/2021	10:39:02 AM	1646.581503	1636.878319	0.110112242	3	12/31/2021	10:39:09 AM	1658.841973	1649.138789	0.11068324
AH3UA	12/31/2021	11:35:57 AM	Fe 238.204	116.578621	-0.004972906	mg/L	2.390095362	1	12/31/2021	11:36:59 AM	60.27388077	96.17553659	-0.005102056	2	12/31/2021	11:37:10 AM	84.52528308	120.4269389	-0.004948546	3	12/31/2021	11:37:21 AM	97.2317316	133.1333874	-0.004868116
AH3UA	12/31/2021	11:35:57 AM	Ca 317.933	524.8285022	0.027646254	mg/L	5.387470714	1	12/31/2021	11:36:34 AM	561.0157241	542.9797808	0.028512538	2	12/31/2021	11:36:40 AM	560.7489212	542.7129779	0.028499805	3	12/31/2021	11:36:46 AM	506.8286911	488.7927478	0.02592642
AH3UA	12/31/2021	11:35:57 AM	Mg 285.213	546.6313932	-0.008536469	mg/L	3.861002546	1	12/31/2021	11:36:34 AM	588.9025191	572.2859957	-0.00823228	2	12/31/2021	11:36:40 AM	567.1258472	550.5093237	-0.008490488	3	12/31/2021	11:36:46 AM	533.7153838	517.0988603	-0.008886638
AH3UA	12/31/2021	11:35:57 AM	Al 396.153	2319.743828	0.141914856	mg/L	3.443525842	1	12/31/2021	11:36:54 AM	2208.498437	2198.795253	0.136282003	2	12/31/2021	11:37:05 AM	2396.173013	2386.469829	0.145022439	3	12/31/2021	11:37:16 AM	2383.669586	2373.966403	0.144440126
AH5	12/31/2021	10:25:16 AM	Fe 238.204	940.9851673	0.000245518	mg/L	22.67463747	1	12/31/2021	10:26:13 AM	901.4717931	937.373449	0.000222657	2	12/31/2021	10:26:19 AM	915.109183	951.0108389	0.00030898	3	12/31/2021	10:26:25 AM	898.6695582	934.571214	0.000204919
AH5	12/31/2021	10:25:16 AM	Ca 317.933	633.416865	0.032828718	mg/L	2.535504618	1	12/31/2021	10:25:53 AM	667.1715775	649.1356342	0.033578909	2	12/31/2021	10:25:59 AM	654.496186	636.4602427	0.032973966	3	12/31/2021	10:26:05 AM	632.6906615	614.6547182	0.03193328
AH5	12/31/2021	10:25:16 AM	Mg 285.213	626.0259803	-0.007595081	mg/L	0.535303664	1	12/31/2021	10:25:53 AM	643.0051585	626.3886351	-0.007590781	2	12/31/2021	10:25:59 AM	639.0466872	622.4301638	-0.007637717	3	12/31/2021	10:26:05 AM	645.8756656	629.2591422	-0.007556745
AH5	12/31/2021	10:25:16 AM	Al 396.153	2645.462254	0.157084311	mg/L	0.346948165	1	12/31/2021	10:26:13 AM	2642.898326	2633.195142	0.156513003	2	12/31/2021	10:26:19 AM	2656.391716	2646.688532	0.157141421	3	12/31/2021	10:26:25 AM	2666.206272	2656.503088	0.157598508
AH5A	12/31/2021	11:29:13 AM	Fe 238.204	65.37329965	-0.005297031	mg/L	1.630202104	1	12/31/2021	11:30:15 AM	41.5459119	77.44756772	-0.005220602	2	12/31/2021	11:30:26 AM	14.67314725	50.57480307	-0.005390705	3	12/31/2021	11:30:38 AM	32.19587235	68.09752816	-0.005279787
AH5A	12/31/2021	11:29:13 AM	Ca 317.933	627.3179277	0.032537642	mg/L	1.517497308	1	12/31/2021	11:29:50 AM	657.2795848	639.2436415	0.033106806	2	12/31/2021	11:29:56 AM	638.7851491	620.7492058	0.032224145	3	12/31/2021	11:30:03 AM	639.9968791	621.9609357	0.032281975
AH5A	12/31/2021	11:29:13 AM	Mg 285.213	578.7110817	-0.008156097	mg/L	0.625813639	1	12/31/2021	11:29:50 AM	597.3993781	580.7828546	-0.008131532	2	12/31/2021	11:29:56 AM	590.3786809	573.7621575	-0.008214777	3	12/31/2021	11:30:03 AM	598.2047566	581.5882331	-0.008121983
AH5A	12/31/2021	11:29:13 AM	Al 396.153	4151.927789	0.227243868	mg/L	1.636223399	1	12/31/2021	11:30:10 AM	4074.317763	4064.614579	0.223177492	2	12/31/2021	11:30:21 AM	4230.90661	4221.203426	0.230470194	3	12/31/2021	11:30:33 AM	4179.668547	4169.965363	0.228083919
AH5U	12/31/2021	10:39:31 AM	Fe 238.204	669.0678251	-0.001475696	mg/L	4.71868489	1	12/31/2021	10:40:26 AM	645.7414575	681.6431133	-0.001396095	2	12/31/2021	10:40:32 AM	628.4314885	664.3331443	-0.001505666	3	12/31/2021	10:40:38 AM	625.3255618	661.2272176	-0.001525326
AH5U	12/31/2021	10:39:31 AM	Ca 317.933	563.2803977	0.029481401	mg/L	6.308323957	1	12/31/2021	10:40:07 AM	624.2085258	606.1725825	0.031528464	2	12/31/2021	10:40:13 AM	571.6476537	553.6117104	0.029019955	3	12/31/2021	10:40:18 AM	548.0928436	530.0569003	0.027895784
AH5U	12/31/2021	10:39:31 AM	Mg 285.213	497.0343189	-0.009124545	mg/L	1.545671953	1	12/31/2021	10:40:07 AM	522.5407783	505.9242549	-0.009019136	2	12/31/2021	10:40:13 AM	518.2727973	501.6562739	-0.009069742	3	12/31/2021	10:40:18 AM	500.1389513	483.5224278	-0.009284756
AH5U	12/31/2021	10:39:31 AM	Al 396.153	2185.860978	0.135679624	mg/L	0.065449115	1	12/31/2021	10:40:26 AM	2196.481779	2186.778595	0.13572236	2	12/31/2021	10:40:32 AM	2196.838596	2187.135412	0.135738978	3	12/31/2021	10:40:38 AM	2193.372111	2183.668927	0.135577536
AH5UA	12/31/2021	11:37:48 AM	Fe 238.204	172.469414	-0.004619122	mg/L	4.214491434	1	12/31/2021	11:38:49 AM	165.3018437	201.2034995	-0.004437238	2	12/31/2021	11:39:00 AM	104.1287854	140.0304412	-0.004824458	3	12/31/2021	11:39:12 AM	140.2726456	176.1743014	-0.00459567
AH5UA	12/31/2021	11:37:48 AM	Ca 317.933	650.5601962	0.033646897	mg/L	3.356574584	1	12/31/2021	11:38:24 AM	643.1955872	625.1596439	0.032434636	2	12/31/2021	11:38:30 AM	672.5732129	654.5372696	0.033836706	3	12/31/2021	11:38:37 AM	690.0196185	671.9836752	0.034669349
AH5UA	12/31/2021	11:37:48 AM	Mg 285.213	757.4726862	-0.006036508	mg/L	4.232106007	1	12/31/2021	11:38:24 AM	798.512622	781.8960985	-0.005746918	2	12/31/2021	11:38:30 AM	757.7727464	741.156223	-0.006229974	3	12/31/2021	11:38:37 AM	765.9822605	749.365737	-0.006132633
AH5UA	12/31/2021	11:37:48 AM	Al 396.153	3902.234508	0.215615079	mg/L	0.876693242	1	12/31/2021	11:38:44 AM	3879.056323	3869.353139	0.214083718	2	12/31/2021	11:38:55 AM	3957.300838	3947.597654	0.217727745	3	12/31/2021	11:39:07 AM	3899.455916	3889.752732	0.215033774
AJ1	12/31/2021	10:08:09 AM	Fe 238.204	633.4468002	-0.001701174	mg/L	11.93754862	1	12/31/2021	10:08:52 AM	633.179429	669.0810848	-0.001475612	2	12/31/2021	10:08:58 AM	588.4986312	624.400287	-0.001758437	3	12/31/2021	10:09:04 AM	570.957373	606.8590289	-0.001869472
AJ1	12/31/2021	10:08:09 AM	Ca 317.933	65840.41214	3.144883215	mg/L	2.17249675	1	12/31/2021	10:08:42 AM	64222.9111	64204.87515	3.066825942	2	12/31/2021	10:08:43 AM	66468.51852	66450.48258	3.173999301	3	12/31/2021	10:08:44 AM	66883.91462	66865.87868	3.193824402
AJ1	12/31/2021	10:08:09 AM	Mg 285.213	81629.74774	0.952871866	mg/L	1.627448617	1	12/31/2021	10:08:42 AM	80136.34687	80119.73034	0.934967482	2	12/31/2021	10:08:43 AM	82421.5633	82404.94677	0.962063457	3	12/31/2021	10:08:44 AM	82381.18263	82364.56611	0.961584661
AJ1	12/31/2021	10:08:09 AM	Al 396.153	727.1630953	0.067744716	mg/L	1.1934181	1	12/31/2021	10:08:52 AM	755.609461	745.906277	0.068617629	2	12/31/2021	10:08:58 AM	733.6490791	723.9458951	0.067594884	3	12/31/2021	10:09:04 AM	721.3402976	711.6371136	0.067021635
AJ10	12/31/2021	10:12:05 AM	Fe 238.204	1053.016716	0.000954669	mg/L	48.31683566	1	12/31/2021	10:12:47 AM	1099.596079	1135.497735	0.001476767	2	12/31/2021	10:12:53 AM	990.2900634	1026.191719	0.000784869	3	12/31/2021	10:12:59 AM	961.4590365	997.3606924	0.000602371
AJ10	12/31/2021	10:12:05 AM	Ca 317.933	72872.50371	3.480495247	mg/L	0.635301567	1	12/31/2021	10:12:37 AM	72369.58499	72351.54905	3.455632281	2	12/31/2021	10:12:38 AM	73256.40756	73238.37162	3.497956577	3	12/31/2021	10:12:39 AM	73045.62639	73027.59045	3.487896882
AJ10	12/31/2021	10:12:05 AM	Mg 285.213	89150.84138	1.042050014	mg/L	0.634129079	1	12/31/2021	10:12:37 AM	88529.51488	88512.89835	1.034485878	2	12/31/2021	10:12:38 AM	89559.60342	89542.9869	1.046699712	3	12/31/2021	10:12:39 AM	89413.25542	89396.6389	1.044964453
AJ10	12/31/2021	10:12:05 AM	Al 396.153	2143.636225	0.133713121	mg/L	0.441434016	1	12/31/2021	10:12:47 AM	2164.657554	2154.95437	0.134240233	2	12/31/2021	10:12:53 AM	2139.645796	2129.942612	0.133075378	3	12/31/2021	10:12:59 AM	2155.714878	2146.011694	0.133823752
AJ10A	12/31/2021	11:16:15 AM	Fe 238.204	176.6125333	-0.004592896	mg/L	14.01813309	1	12/31/2021	11:16:57 AM	253.0309824	288.9326382	-0.003881919	2	12/31/2021	11:17:03 AM	114.2794963	150.1811521	-0.004760205	3	12/31/2021	11:17:10 AM	54.8221538	90.72380962	-0.005136565
AJ10A	12/31/2021	11:16:15 AM	Ca 317.933	151366.8229	7.226697596	mg/L	2.091651221	1	12/31/2021	11:16:47 AM	148469.4766	148451.4406	7.087558714	2	12/31/2021	11:16:48 AM	150930.3271	150912.2912	7.205004718	3	12/31/2021	11:16:50 AM	154754.7727	154736.7368	7.387529354
AJ10A	12/31/2021	11:16:15 AM	Mg 285.213	178074.582	2.096425195	mg/L	2.020764548	1	12/31/2021	11:16:47 AM	174638.891	174622.2745	2.055490936	2	12/31/2021	11:16:48 AM	177861.1815	177844.565	2.093697866	3	12/31/2021	11:16:50 AM	181773.5231	181756.9066	2.140086782
AJ10A	12/31/2021	11:16:15 AM	Al 396.153	2725.480598	0.160810949	mg/L	1.124651599	1	12/31/2021	11:16:57 AM	2690.354354	2680.651171	0.158723139	2	12/31/2021	11:17:03 AM	2758.480914	2748.77773	0.16189595	3	12/31/2021	11:17:10 AM	2756.716078	2747.012894	0.161813757
AJ10U	12/31/2021	10:33:53 AM	Fe 238.204	852.0253397	-0.00031759	mg/L	99.12382227	1	12/31/2021	10:34:35 AM	872.2099129	908.1115687	3.74E-05	2	12/31/2021	10:34:42 AM	798.7644425	834.6660983	-0.000427472	3	12/31/2021	10:34:48 AM	777.3966963	813.2983522	-0.000562728
AJ10U	12/31/2021	10:33:53 AM	Ca 317.933	67628.36179	3.230214501	mg/L	0.673502299	1	12/31/2021	10:34:25 AM	67420.93529	67402.89934	3.21945413	2	12/31/2021	10:34:26 AM	68171.03903	68153.00309	3.255253414	3	12/31/2021	10:34:27 AM	67347.21887	67329.18293	3.215935957
AJ10U	12/31/2021	10:33:53 AM	Mg 285.213	83412.0831	0.974005145	mg/L	0.648310734	1	12/31/2021	10:34:25 AM	83319.08139	83302.46487	0.972705394	2	12/31/2021	10:34:26 AM	84007.5374	83990.92088	0.980868466	3	12/31/2021	10:34:27 AM	82959.48008	82942.86356	0.968441575
AJ10U	12/31/2021	10:33:53 AM	Al 396.153	2267.515131	0.139482446	mg/L	0.96135042	1	12/31/2021	10:34:35 AM	2279.006202	2269.303018	0.139565712	2	12/31/2021	10:34:42 AM	2247.573915	2237.870731	0.138101838	3	12/31/2021	10:34:48 AM	2305.074827	2295.371643	0.140779787
AJ10UA	12/31/2021	11:22:53 AM	Fe 238.204	166.3675943	-0.004657746	mg/L	9.214960271	1	12/31/2021	11:23:35 AM	208.7282228	244.6298786	-0.004162352	2	12/31/2021	11:23:41 AM	89.33931441	125.2409702	-0.004918074	3	12/31/2021	11:23:47 AM	93.33027834	129.2319342	-0.004892812
AJ10UA	12/31/2021	11:22:53 AM	Ca 317.933	152430.2943	7.277452595	mg/L	1.013066799	1	12/31/2021	11:23:25 AM	152229.3159	152211.28	7.266999967	2	12/31/2021	11:23:26 AM	151024.7536	151006.7176	7.209511295	3	12/31/2021	11:23:27 AM	154090.9212	154072.8852	7.355846523
AJ10UA	12/31/2021	11:22:53 AM	Mg 285.213	178881.8584	2.105997129	mg/L	0.861088184	1	12/31/2021	11:23:25 AM	178023.8761	178007.2596	2.095626948	2	12/31/2021	11:23:26 AM	178007.0735	177990.4569	2.095427717	3	12/31/2021	11:23:27 AM	180664.4752	180647.8587	2.126936721
AJ10UA	12/31/2021	11:22:53 AM	Al 396.153	3176.567331	0.181819093	mg/L	1.871593071	1	12/31/2021	11:23:35 AM	3260.375758	3250.672574	0.185270344	2	12/31/2021	11:23:41 AM	3184.148471	3174.445287	0.181720265	3	12/31/2021	11:23:47 AM	3114.287315	3104.584131	0.17846667
AJ1A	12/31/2021	11:12:09 AM	Fe 238.204	249.1518902	-0.004133728	mg/L	16.18228889	1	12/31/2021	11:12:50 AM	329.9623425	365.8639983	-0.00339495	2	12/31/2021	11:12:57 AM	185.7408631	221.6425189	-0.00430786	3	12/31/2021	11:13:03 AM	124.0474977	159.9491536	-0.004698374
AJ1A	12/31/2021	11:12:09 AM	Ca 317.933	144578.3052	6.90271032	mg/L	2.230132427	1	12/31/2021	11:12:40 AM	142717.4215	142699.3855	6.813037417	2	12/31/2021	11:12:42 AM	142750.8221	142732.7862	6.814631488	3	12/31/2021	11:12:43 AM	148320.78	148302.744	7.080462054
AJ1A	12/31/2021	11:12:09 AM	Mg 285.213	171288.8029	2.015965724	mg/L	1.90569138	1	12/31/2021	11:12:40 AM	169104.143	169087.5264	1.989865031	2	12/31/2021	11:12:42 AM	169786.1288	169769.5123	1.997951386	3	12/31/2021	11:12:43 AM	175025.9865	175009.37	2.060080755
AJ1A	12/31/2021	11:12:09 AM	Al 396.153	921.2064274	0.076781759	mg/L	4.463155413	1	12/31/2021	11:12:50 AM	993.2913475	983.5881636	0.07968702	2	12/31/2021	11:12:57 AM	949.6759341	939.9727501	0.07765575	3	12/31/2021	11:13:03 AM	849.7615524	840.0583684	0.073002508
AJ1U	12/31/2021	10:29:56 AM	Fe 238.204	873.3681174	-0.000182492	mg/L	200.9681407	1	12/31/2021	10:30:39 AM	903.3554902	939.257146	0.00023458	2	12/31/2021	10:30:45 AM	814.5683595	850.4700153	-0.000327435	3	12/31/2021	10:30:51 AM	794.475535	830.3771909	-0.000454621
AJ1U	12/31/2021	10:29:56 AM	Ca 317.933	69420.37777	3.315739855	mg/L	1.628428302	1	12/31/2021	10:30:28 AM	69207.25176	69189.21582	3.304707471	2	12/31/2021	10:30:30 AM	68440.4999	68422.46395	3.268113643	3	12/31/2021	10:30:31 AM	70667.48949	70649.45354	3.374398451
AJ1U	12/31/2021	10:29:56 AM	Mg 285.213	85473.76866	0.998450699	mg/L	1.572494798	1	12/31/2021	10:30:28 AM	85065.46384	85048.84732	0.993412376	2	12/31/2021	10:30:30 AM	84430.85358	84414.23705	0.985887756	3	12/31/2021	10:30:31 AM	86974.83813	86958.22161	1.016051964
AJ1U	12/31/2021	10:29:56 AM	Al 396.153	900.1229923	0.075799855	mg/L	3.065724381	1	12/31/2021	10:30:39 AM	966.4719899	956.7688059	0.078437981	2	12/31/2021	10:30:45 AM	890.6215307	880.9183467	0.074905451	3	12/31/2021	10:30:51 AM	872.3850083	862.6818243	0.074056134
AJ1UA	12/31/2021	11:19:00 AM	Fe 238.204	151.500219	-0.004751855	mg/L	10.04636998	1	12/31/2021	11:19:42 AM	190.0682692	225.969925	-0.004280468	2	12/31/2021	11:19:48 AM	117.46046	153.3621159	-0.004740069	3	12/31/2021	11:19:54 AM	39.26696029	75.16861611	-0.005235028
AJ1UA	12/31/2021	11:19:00 AM	Ca 317.933	149567.2585	7.140811987	mg/L	1.008101193	1	12/31/2021	11:19:32 AM	147866.9208	147848.8849	7.058801273	2	12/31/2021	11:19:33 AM	150198.5581	150180.5221	7.170080472	3	12/31/2021	11:19:34 AM	150690.4043	150672.3684	7.193554217
AJ1UA	12/31/2021	11:19:00 AM	Mg 285.213	175305.2391	2.063588897	mg/L	1.092252885	1	12/31/2021	11:19:32 AM	173180.4823	173163.8658	2.038198479	2	12/31/2021	11:19:33 AM	175974.8443	175958.2278	2.07133143	3	12/31/2021	11:19:34 AM	176810.2404	176793.6239	2.081236782
AJ1UA	12/31/2021	11:19:00 AM	Al 396.153	431.4208801	0.053971322	mg/L	0.736616852	1	12/31/2021	11:19:42 AM	442.037451	432.334267	0.054013861	2	12/31/2021	11:19:48 AM	449.1670879	439.4639039	0.054345904	3	12/31/2021	11:19:54 AM	432.1676533	422.4644694	0.053554202
AJ20	12/31/2021	10:13:21 AM	Fe 238.204	724.7204726	-0.001123419	mg/L	36.80717302	1	12/31/2021	10:14:03 AM	764.0242571	799.9259129	-0.000647375	2	12/31/2021	10:14:10 AM	656.2559061	692.1575619	-0.001329539	3	12/31/2021	10:14:16 AM	646.1762873	682.0779431	-0.001393343
AJ20	12/31/2021	10:13:21 AM	Ca 317.933	65810.93728	3.143476504	mg/L	2.132160717	1	12/31/2021	10:13:53 AM	67281.91164	67263.8757	3.212819119	2	12/31/2021	10:13:54 AM	65726.15669	65708.12074	3.138569505	3	12/31/2021	10:13:55 AM	64478.85133	64460.81539	3.079040889
AJ20	12/31/2021	10:13:21 AM	Mg 285.213	82034.10097	0.957666312	mg/L	1.532306198	1	12/31/2021	10:13:53 AM	83416.41102	83399.7945	0.973859438	2	12/31/2021	10:13:54 AM	81732.3277	81715.71117	0.953891141	3	12/31/2021	10:13:55 AM	81003.41377	80986.79724	0.945248356
AJ20	12/31/2021	10:13:21 AM	Al 396.153	2862.602638	0.167197037	mg/L	0.554221982	1	12/31/2021	10:14:03 AM	2850.306686	2840.603502	0.166172486	2	12/31/2021	10:14:10 AM	2889.042445	2879.339261	0.1679765	3	12/31/2021	10:14:16 AM	2877.568335	2867.865151	0.167442124
AJ20A	12/31/2021	11:17:35 AM	Fe 238.204	149.8523805	-0.004762286	mg/L	12.03935036	1	12/31/2021	11:18:16 AM	215.8871543	251.7888101	-0.004117037	2	12/31/2021	11:18:23 AM	83.25601508	119.1576709	-0.004956581	3	12/31/2021	11:18:29 AM	42.70900467	78.61066049	-0.00521324
AJ20A	12/31/2021	11:17:35 AM	Ca 317.933	148125.707	7.072012825	mg/L	1.919476393	1	12/31/2021	11:18:07 AM	149066.6236	149048.5876	7.116058019	2	12/31/2021	11:18:08 AM	144952.6205	144934.5846	6.919714029	3	12/31/2021	11:18:09 AM	150411.9848	150393.9488	7.180266428
AJ20A	12/31/2021	11:17:35 AM	Mg 285.213	176309.6368	2.075498112	mg/L	1.502153111	1	12/31/2021	11:18:07 AM	176329.2237	176312.6072	2.075533332	2	12/31/2021	11:18:08 AM	173695.3546	173678.7381	2.044303357	3	12/31/2021	11:18:09 AM	178954.1816	178937.565	2.106657646
AJ20A	12/31/2021	11:17:35 AM	Al 396.153	4264.266523	0.232475741	mg/L	0.862022385	1	12/31/2021	11:18:16 AM	4323.36795	4313.664766	0.23477633	2	12/31/2021	11:18:23 AM	4253.89845	4244.195266	0.231540976	3	12/31/2021	11:18:29 AM	4244.64272	4234.939536	0.231109916
AJ20U	12/31/2021	10:35:10 AM	Fe 238.204	714.4175085	-0.001188636	mg/L	36.64173806	1	12/31/2021	10:35:52 AM	756.3462513	792.2479071	-0.000695976	2	12/31/2021	10:35:58 AM	653.4245806	689.3262364	-0.001347462	3	12/31/2021	10:36:05 AM	625.7767261	661.6783819	-0.00152247
AJ20U	12/31/2021	10:35:10 AM	Ca 317.933	70412.11588	3.363071327	mg/L	1.903638199	1	12/31/2021	10:35:42 AM	69163.3932	69145.35726	3.302614288	2	12/31/2021	10:35:43 AM	71835.49097	71817.45503	3.430142229	3	12/31/2021	10:35:44 AM	70291.5713	70273.53536	3.356457464
AJ20U	12/31/2021	10:35:10 AM	Mg 285.213	86195.70533	1.007010754	mg/L	1.593380002	1	12/31/2021	10:35:42 AM	84777.21017	84760.59365	0.989994531	2	12/31/2021	10:35:43 AM	87465.23683	87448.62031	1.021866656	3	12/31/2021	10:35:44 AM	86394.51855	86377.90203	1.009171073
AJ20U	12/31/2021	10:35:10 AM	Al 396.153	3103.165213	0.178400588	mg/L	0.91414429	1	12/31/2021	10:35:52 AM	3141.886478	3132.183294	0.179752027	2	12/31/2021	10:35:58 AM	3122.745391	3113.042207	0.178860582	3	12/31/2021	10:36:05 AM	3073.973322	3064.270138	0.176589155
AJ20UA	12/31/2021	11:24:12 AM	Fe 238.204	234.9518048	-0.004223614	mg/L	10.06833545	1	12/31/2021	11:24:54 AM	276.2498059	312.1514617	-0.003734946	2	12/31/2021	11:25:00 AM	167.0376627	202.9393185	-0.00442625	3	12/31/2021	11:25:06 AM	153.8629784	189.7646342	-0.004509645
AJ20UA	12/31/2021	11:24:12 AM	Ca 317.933	151797.8725	7.247269774	mg/L	2.138073845	1	12/31/2021	11:24:44 AM	150726.3805	150708.3445	7.195271206	2	12/31/2021	11:24:45 AM	149254.0902	149236.0543	7.125005011	3	12/31/2021	11:24:46 AM	155467.2546	155449.2186	7.421533105
AJ20UA	12/31/2021	11:24:12 AM	Mg 285.213	178244.8851	2.09844449	mg/L	1.977509459	1	12/31/2021	11:24:44 AM	176419.6966	176403.0801	2.076606076	2	12/31/2021	11:24:45 AM	176067.2549	176050.6383	2.072427149	3	12/31/2021	11:24:46 AM	182297.5534	182280.9369	2.146300246
AJ20UA	12/31/2021	11:24:12 AM	Al 396.153	5184.008334	0.275310228	mg/L	0.274406583	1	12/31/2021	11:24:54 AM	5179.147481	5169.444298	0.274631947	2	12/31/2021	11:25:00 AM	5190.79297	5181.089786	0.275174304	3	12/31/2021	11:25:06 AM	5211.194102	5201.490918	0.276124432
AJ3	12/31/2021	10:09:33 AM	Fe 238.204	1027.297162	0.000791866	mg/L	29.14199591	1	12/31/2021	10:10:14 AM	1026.349772	1062.251428	0.001013124	2	12/31/2021	10:10:21 AM	953.6029995	989.5046554	0.000552643	3	12/31/2021	10:10:27 AM	994.2337481	1030.135404	0.000809832
AJ3	12/31/2021	10:09:33 AM	Ca 317.933	64674.06153	3.089218226	mg/L	0.591016412	1	12/31/2021	10:10:04 AM	64666.34944	64648.3135	3.087989381	2	12/31/2021	10:10:06 AM	64323.06581	64305.02986	3.071605903	3	12/31/2021	10:10:07 AM	65086.87716	65068.84121	3.108059393
AJ3	12/31/2021	10:09:33 AM	Mg 285.213	80409.47311	0.938402983	mg/L	0.892589711	1	12/31/2021	10:10:04 AM	80039.96197	80023.34545	0.933824639	2	12/31/2021	10:10:06 AM	79996.89134	79980.27481	0.933313947	3	12/31/2021	10:10:07 AM	81241.41561	81224.79908	0.948070361
AJ3	12/31/2021	10:09:33 AM	Al 396.153	1012.368571	0.08102739	mg/L	2.098662655	1	12/31/2021	10:10:14 AM	980.8387235	971.1355396	0.079107073	2	12/31/2021	10:10:21 AM	1050.308827	1040.605643	0.082342455	3	12/31/2021	10:10:27 AM	1035.067714	1025.36453	0.081632641
AJ3A	12/31/2021	11:13:24 AM	Fe 238.204	184.4293161	-0.004543417	mg/L	11.1144951	1	12/31/2021	11:14:06 AM	235.3055729	271.2072287	-0.00399412	2	12/31/2021	11:14:12 AM	131.905603	167.8072588	-0.004648633	3	12/31/2021	11:14:18 AM	78.37180491	114.2734607	-0.004987497
AJ3A	12/31/2021	11:13:24 AM	Ca 317.933	149961.0534	7.159606158	mg/L	1.442475812	1	12/31/2021	11:13:56 AM	147575.8076	147557.7717	7.04490767	2	12/31/2021	11:13:57 AM	151773.0158	151754.9799	7.245222691	3	12/31/2021	11:13:58 AM	150588.4446	150570.4087	7.188688112
AJ3A	12/31/2021	11:13:24 AM	Mg 285.213	176538.073	2.078206697	mg/L	1.396063392	1	12/31/2021	11:13:56 AM	173729.7924	173713.1759	2.044711688	2	12/31/2021	11:13:57 AM	178015.0158	177998.3993	2.09552189	3	12/31/2021	11:13:58 AM	177919.2605	177902.644	2.094386513
AJ3A	12/31/2021	11:13:24 AM	Al 396.153	741.5051293	0.068412658	mg/L	3.604232522	1	12/31/2021	11:14:06 AM	808.361894	798.65871	0.071074431	2	12/31/2021	11:14:12 AM	703.8370775	694.1338936	0.06620647	3	12/31/2021	11:14:18 AM	741.4259683	731.7227843	0.067957071
AJ3U	12/31/2021	10:31:16 AM	Fe 238.204	822.3890068	-0.000505185	mg/L	79.31359512	1	12/31/2021	10:31:58 AM	858.709025	894.6106808	-4.80E-05	2	12/31/2021	10:32:05 AM	760.115673	796.0173289	-0.000672116	3	12/31/2021	10:32:11 AM	740.6373547	776.5390105	-0.000795412
AJ3U	12/31/2021	10:31:16 AM	Ca 317.933	71229.0888	3.402061994	mg/L	1.543224479	1	12/31/2021	10:31:48 AM	70006.6222	69988.58625	3.342858046	2	12/31/2021	10:31:49 AM	71630.71605	71612.68011	3.420369187	3	12/31/2021	10:31:51 AM	72104.03598	72086.00004	3.442958748
AJ3U	12/31/2021	10:31:16 AM	Mg 285.213	87549.96441	1.023068301	mg/L	1.571045989	1	12/31/2021	10:31:48 AM	86030.31554	86013.69902	1.004852692	2	12/31/2021	10:31:49 AM	88075.02763	88058.4111	1.02909699	3	12/31/2021	10:31:51 AM	88594.39963	88577.7831	1.035255221
AJ3U	12/31/2021	10:31:16 AM	Al 396.153	995.0369883	0.080220218	mg/L	0.178825507	1	12/31/2021	10:31:58 AM	1002.168965	992.4657805	0.080100471	2	12/31/2021	10:32:05 AM	1008.154061	998.4508766	0.080379211	3	12/31/2021	10:32:11 AM	1003.897492	994.1943077	0.080180973
